State	District	Subdistt	Town/Village	Ward	EB	Level	Name	TRU	No_HH	TOT_P	TOT_M	TOT_F	P_06	M_06	F_06	P_SC	M_SC	F_SC	P_ST	M_ST	F_ST	P_LIT	M_LIT	F_LIT	P_ILL	M_ILL	F_ILL	TOT_WORK_P	TOT_WORK_M	TOT_WORK_F	MAINWORK_P	MAINWORK_M	MAINWORK_F	MAIN_CL_P	MAIN_CL_M	MAIN_CL_F	MAIN_AL_P	MAIN_AL_M	MAIN_AL_F	MAIN_HH_P	MAIN_HH_M	MAIN_HH_F	MAIN_OT_P	MAIN_OT_M	MAIN_OT_F	MARGWORK_P	MARGWORK_M	MARGWORK_F	MARG_CL_P	MARG_CL_M	MARG_CL_F	MARG_AL_P	MARG_AL_M	MARG_AL_F	MARG_HH_P	MARG_HH_M	MARG_HH_F	MARG_OT_P	MARG_OT_M	MARG_OT_F	MARGWORK_3_6_P	MARGWORK_3_6_M	MARGWORK_3_6_F	MARG_CL_3_6_P	MARG_CL_3_6_M	MARG_CL_3_6_F	MARG_AL_3_6_P	MARG_AL_3_6_M	MARG_AL_3_6_F	MARG_HH_3_6_P	MARG_HH_3_6_M	MARG_HH_3_6_F	MARG_OT_3_6_P	MARG_OT_3_6_M	MARG_OT_3_6_F	MARGWORK_0_3_P	MARGWORK_0_3_M	MARGWORK_0_3_F	MARG_CL_0_3_P	MARG_CL_0_3_M	MARG_CL_0_3_F	MARG_AL_0_3_P	MARG_AL_0_3_M	MARG_AL_0_3_F	MARG_HH_0_3_P	MARG_HH_0_3_M	MARG_HH_0_3_F	MARG_OT_0_3_P	MARG_OT_0_3_M	MARG_OT_0_3_F	NON_WORK_P	NON_WORK_M	NON_WORK_F
21	386	3035	0	0	0	SUB-DISTRICT	Begunia	Rural	21711	97166	49727	47439	10668	5566	5102	8659	4387	4272	12830	6426	6404	73453	40104	33349	23713	9623	14090	34389	27942	6447	22806	20220	2586	5881	5711	170	6445	5603	842	1288	1062	226	9192	7844	1348	11583	7722	3861	895	760	135	6759	4744	2015	853	366	487	3076	1852	1224	9492	6487	3005	710	613	97	5771	4131	1640	562	278	284	2449	1465	984	2091	1235	856	185	147	38	988	613	375	291	88	203	627	387	240	62777	21785	40992
21	386	3035	0	0	0	SUB-DISTRICT	Begunia	Urban	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21	386	3035	407135	0	0	VILLAGE	Thanapalli	Rural	220	969	487	482	109	57	52	77	34	43	0	0	0	714	378	336	255	109	146	292	255	37	199	187	12	39	37	2	88	87	1	19	18	1	53	45	8	93	68	25	12	6	6	63	51	12	0	0	0	18	11	7	91	66	25	12	6	6	61	49	12	0	0	0	18	11	7	2	2	0	0	0	0	2	2	0	0	0	0	0	0	0	677	232	445
21	386	3035	407136	0	0	VILLAGE	Dhalapathar	Rural	251	1110	573	537	109	61	48	85	36	49	0	0	0	903	481	422	207	92	115	512	352	160	462	324	138	32	16	16	58	38	20	130	113	17	242	157	85	50	28	22	2	1	1	6	6	0	29	17	12	13	4	9	45	27	18	2	1	1	6	6	0	24	16	8	13	4	9	5	1	4	0	0	0	0	0	0	5	1	4	0	0	0	598	221	377
21	386	3035	407137	0	0	VILLAGE	Gopinathpur	Rural	233	1020	524	496	100	63	37	58	26	32	0	0	0	842	445	397	178	79	99	398	311	87	359	304	55	16	14	2	19	18	1	114	83	31	210	189	21	39	7	32	0	0	0	1	1	0	36	4	32	2	2	0	17	6	11	0	0	0	1	1	0	15	4	11	1	1	0	22	1	21	0	0	0	0	0	0	21	0	21	1	1	0	622	213	409
21	386	3035	407138	0	0	VILLAGE	Koduabereni	Rural	285	1265	635	630	114	59	55	16	7	9	364	184	180	941	526	415	324	109	215	513	402	111	124	114	10	30	29	1	22	22	0	20	20	0	52	43	9	389	288	101	59	56	3	134	130	4	49	35	14	147	67	80	133	105	28	10	9	1	57	56	1	18	16	2	48	24	24	256	183	73	49	47	2	77	74	3	31	19	12	99	43	56	752	233	519
21	386	3035	407139	0	0	VILLAGE	Salatara	Rural	211	926	492	434	102	57	45	15	8	7	357	179	178	562	342	220	364	150	214	403	291	112	376	271	105	95	94	1	212	113	99	8	8	0	61	56	5	27	20	7	2	2	0	10	6	4	0	0	0	15	12	3	21	15	6	2	2	0	8	4	4	0	0	0	11	9	2	6	5	1	0	0	0	2	2	0	0	0	0	4	3	1	523	201	322
21	386	3035	407140	0	0	VILLAGE	Makundapur	Rural	148	635	326	309	61	36	25	82	40	42	67	39	28	520	277	243	115	49	66	177	160	17	159	147	12	95	93	2	23	22	1	5	1	4	36	31	5	18	13	5	5	5	0	8	6	2	3	0	3	2	2	0	18	13	5	5	5	0	8	6	2	3	0	3	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	458	166	292
21	386	3035	407141	0	0	VILLAGE	Basudebpur	Rural	231	1114	595	519	142	80	62	5	2	3	353	181	172	787	446	341	327	149	178	422	350	72	276	260	16	95	92	3	107	102	5	2	2	0	72	64	8	146	90	56	40	40	0	79	31	48	5	2	3	22	17	5	119	76	43	34	34	0	64	24	40	2	2	0	19	16	3	27	14	13	6	6	0	15	7	8	3	0	3	3	1	2	692	245	447
21	386	3035	407142	0	0	VILLAGE	Tandal	Rural	55	240	125	115	20	13	7	0	0	0	0	0	0	199	107	92	41	18	23	147	73	74	66	59	7	35	34	1	3	1	2	9	9	0	19	15	4	81	14	67	2	0	2	65	13	52	2	0	2	12	1	11	75	12	63	2	0	2	62	12	50	2	0	2	9	0	9	6	2	4	0	0	0	3	1	2	0	0	0	3	1	2	93	52	41
21	386	3035	407143	0	0	VILLAGE	Jemabantadei	Rural	182	735	368	367	80	42	38	32	16	16	276	133	143	501	272	229	234	96	138	458	236	222	173	162	11	99	96	3	16	15	1	2	2	0	56	49	7	285	74	211	0	0	0	268	60	208	2	0	2	15	14	1	253	64	189	0	0	0	236	50	186	2	0	2	15	14	1	32	10	22	0	0	0	32	10	22	0	0	0	0	0	0	277	132	145
21	386	3035	407144	0	0	VILLAGE	Kantamalim	Rural	369	1752	921	831	188	99	89	38	22	16	135	76	59	1345	754	591	407	167	240	740	572	168	451	412	39	81	81	0	172	150	22	10	9	1	188	172	16	289	160	129	3	2	1	262	148	114	11	3	8	13	7	6	217	155	62	3	2	1	191	143	48	10	3	7	13	7	6	72	5	67	0	0	0	71	5	66	1	0	1	0	0	0	1012	349	663
21	386	3035	407145	0	0	VILLAGE	Ganpur	Rural	149	705	361	344	65	31	34	162	78	84	0	0	0	581	311	270	124	50	74	267	241	26	169	163	6	75	74	1	11	11	0	4	4	0	79	74	5	98	78	20	15	14	1	33	32	1	6	5	1	44	27	17	92	72	20	15	14	1	29	28	1	6	5	1	42	25	17	6	6	0	0	0	0	4	4	0	0	0	0	2	2	0	438	120	318
21	386	3035	407146	0	0	VILLAGE	Badaberena	Rural	463	2067	1034	1033	225	115	110	200	96	104	414	208	206	1485	790	695	582	244	338	845	590	255	428	385	43	186	178	8	77	74	3	10	7	3	155	126	29	417	205	212	75	64	11	312	129	183	8	2	6	22	10	12	307	161	146	66	56	10	217	95	122	8	2	6	16	8	8	110	44	66	9	8	1	95	34	61	0	0	0	6	2	4	1222	444	778
21	386	3035	407147	0	0	VILLAGE	Kantabad	Rural	238	893	451	442	111	58	53	14	9	5	348	168	180	594	338	256	299	113	186	339	248	91	160	116	44	2	2	0	75	40	35	1	1	0	82	73	9	179	132	47	24	23	1	89	61	28	8	2	6	58	46	12	153	119	34	21	21	0	79	55	24	4	2	2	49	41	8	26	13	13	3	2	1	10	6	4	4	0	4	9	5	4	554	203	351
21	386	3035	407148	0	0	VILLAGE	Kachara	Rural	98	438	220	218	55	23	32	0	0	0	101	50	51	326	179	147	112	41	71	145	129	16	128	122	6	32	32	0	31	28	3	0	0	0	65	62	3	17	7	10	0	0	0	14	5	9	0	0	0	3	2	1	17	7	10	0	0	0	14	5	9	0	0	0	3	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	293	91	202
21	386	3035	407149	0	0	VILLAGE	Gobindapur	Rural	262	1243	648	595	143	79	64	116	60	56	358	186	172	891	504	387	352	144	208	561	395	166	367	341	26	16	15	1	134	124	10	2	1	1	215	201	14	194	54	140	2	2	0	122	28	94	47	6	41	23	18	5	165	47	118	2	2	0	120	28	92	29	5	24	14	12	2	29	7	22	0	0	0	2	0	2	18	1	17	9	6	3	682	253	429
21	386	3035	407150	0	0	VILLAGE	Narasinghpur	Rural	19	88	41	47	8	3	5	0	0	0	88	41	47	42	29	13	46	12	34	48	21	27	48	21	27	0	0	0	47	20	27	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	20	20
21	386	3035	407151	0	0	VILLAGE	Koluhapatana	Rural	142	543	277	266	65	36	29	87	48	39	133	65	68	375	204	171	168	73	95	202	159	43	200	158	42	93	86	7	71	42	29	0	0	0	36	30	6	2	1	1	0	0	0	1	1	0	0	0	0	1	0	1	2	1	1	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	341	118	223
21	386	3035	407152	0	0	VILLAGE	Basudeipur	Rural	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21	386	3035	407153	0	0	VILLAGE	Maheswarpur	Rural	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21	386	3035	407154	0	0	VILLAGE	Darudhipa	Rural	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21	386	3035	407155	0	0	VILLAGE	Somanathapur	Rural	22	89	51	38	7	4	3	11	5	6	0	0	0	79	46	33	10	5	5	27	25	2	23	22	1	2	2	0	7	7	0	0	0	0	14	13	1	4	3	1	0	0	0	3	2	1	0	0	0	1	1	0	2	1	1	0	0	0	1	0	1	0	0	0	1	1	0	2	2	0	0	0	0	2	2	0	0	0	0	0	0	0	62	26	36
21	386	3035	407156	0	0	VILLAGE	Samukapatna	Rural	182	767	390	377	92	53	39	41	18	23	231	125	106	599	309	290	168	81	87	294	228	66	111	96	15	21	20	1	2	2	0	10	7	3	78	67	11	183	132	51	10	10	0	143	105	38	11	5	6	19	12	7	180	131	49	10	10	0	143	105	38	11	5	6	16	11	5	3	1	2	0	0	0	0	0	0	0	0	0	3	1	2	473	162	311
21	386	3035	407157	0	0	VILLAGE	Gediapallipatna	Rural	71	291	154	137	36	21	15	34	17	17	1	0	1	223	122	101	68	32	36	99	95	4	73	70	3	0	0	0	1	1	0	1	1	0	71	68	3	26	25	1	13	13	0	7	7	0	1	1	0	5	4	1	25	25	0	13	13	0	7	7	0	1	1	0	4	4	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	192	59	133
21	386	3035	407158	0	0	VILLAGE	Raghunathpur	Rural	10	57	31	26	14	9	5	8	6	2	40	22	18	27	15	12	30	16	14	28	17	11	14	14	0	9	9	0	0	0	0	2	2	0	3	3	0	14	3	11	0	0	0	11	1	10	0	0	0	3	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	3	11	0	0	0	11	1	10	0	0	0	3	2	1	29	14	15
21	386	3035	407159	0	0	VILLAGE	Gediapalli	Rural	103	429	213	216	42	27	15	19	8	11	0	0	0	303	157	146	126	56	70	143	131	12	139	128	11	50	50	0	41	41	0	4	2	2	44	35	9	4	3	1	3	3	0	0	0	0	1	0	1	0	0	0	4	3	1	3	3	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	286	82	204
21	386	3035	407160	0	0	VILLAGE	Gudupangi	Rural	27	105	50	55	16	7	9	0	0	0	105	50	55	72	41	31	33	9	24	44	30	14	13	11	2	0	0	0	9	8	1	0	0	0	4	3	1	31	19	12	0	0	0	31	19	12	0	0	0	0	0	0	31	19	12	0	0	0	31	19	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	20	41
21	386	3035	407161	0	0	VILLAGE	Dasarathipur	Rural	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21	386	3035	407162	0	0	VILLAGE	Brajasundarapur	Rural	98	485	256	229	54	26	28	61	34	27	165	88	77	380	214	166	105	42	63	161	126	35	84	80	4	11	11	0	51	50	1	2	2	0	20	17	3	77	46	31	3	2	1	67	40	27	1	0	1	6	4	2	22	19	3	2	2	0	18	15	3	0	0	0	2	2	0	55	27	28	1	0	1	49	25	24	1	0	1	4	2	2	324	130	194
21	386	3035	407163	0	0	VILLAGE	Nuagaon	Rural	33	142	75	67	9	4	5	14	5	9	0	0	0	120	69	51	22	6	16	51	49	2	50	48	2	3	3	0	32	32	0	0	0	0	15	13	2	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	26	65
21	386	3035	407164	0	0	VILLAGE	Shyamamahapatrapatana	Rural	73	334	172	162	37	21	16	57	24	33	0	0	0	283	146	137	51	26	25	102	93	9	68	65	3	5	5	0	52	52	0	1	0	1	10	8	2	34	28	6	2	2	0	20	20	0	7	4	3	5	2	3	25	21	4	2	2	0	17	17	0	2	1	1	4	1	3	9	7	2	0	0	0	3	3	0	5	3	2	1	1	0	232	79	153
21	386	3035	407165	0	0	VILLAGE	Dalabeherapatana	Rural	46	215	112	103	29	14	15	0	0	0	0	0	0	174	95	79	41	17	24	63	60	3	27	26	1	7	7	0	14	14	0	4	4	0	2	1	1	36	34	2	0	0	0	34	33	1	1	0	1	1	1	0	35	34	1	0	0	0	34	33	1	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	152	52	100
21	386	3035	407166	0	0	VILLAGE	Damodarpurpatana	Rural	22	105	55	50	22	12	10	0	0	0	0	0	0	79	43	36	26	12	14	32	31	1	32	31	1	11	11	0	15	15	0	3	3	0	3	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	24	49
21	386	3035	407167	0	0	VILLAGE	Goudapatana	Rural	38	144	74	70	20	8	12	0	0	0	0	0	0	118	65	53	26	9	17	40	39	1	11	10	1	6	6	0	0	0	0	0	0	0	5	4	1	29	29	0	0	0	0	28	28	0	0	0	0	1	1	0	28	28	0	0	0	0	28	28	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	104	35	69
21	386	3035	407168	0	0	VILLAGE	Gopalpur	Rural	71	277	140	137	36	18	18	12	4	8	202	103	99	217	111	106	60	29	31	89	81	8	88	80	8	6	6	0	65	60	5	0	0	0	17	14	3	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188	59	129
21	386	3035	407169	0	0	VILLAGE	Sahaspur	Rural	22	108	56	52	17	10	7	0	0	0	108	56	52	50	38	12	58	18	40	65	32	33	65	32	33	4	4	0	60	27	33	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	24	19
21	386	3035	407170	0	0	VILLAGE	Santarapur	Rural	73	352	171	181	47	19	28	0	0	0	352	171	181	205	128	77	147	43	104	114	104	10	113	104	9	0	0	0	108	100	8	0	0	0	5	4	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	238	67	171
21	386	3035	407171	0	0	VILLAGE	Beleswar	Rural	10	61	30	31	7	3	4	0	0	0	61	30	31	31	21	10	30	9	21	19	14	5	12	12	0	6	6	0	5	5	0	0	0	0	1	1	0	7	2	5	1	0	1	6	2	4	0	0	0	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	6	2	4	1	0	1	5	2	3	0	0	0	0	0	0	42	16	26
21	386	3035	407172	0	0	VILLAGE	manibandha	Rural	292	1396	697	699	189	88	101	344	173	171	477	240	237	992	552	440	404	145	259	584	413	171	204	190	14	35	35	0	22	22	0	3	3	0	144	130	14	380	223	157	53	50	3	306	159	147	8	4	4	13	10	3	372	219	153	52	49	3	300	157	143	8	4	4	12	9	3	8	4	4	1	1	0	6	2	4	0	0	0	1	1	0	812	284	528
21	386	3035	407173	0	0	VILLAGE	mangarajpur	Rural	78	359	195	164	42	21	21	0	0	0	119	64	55	267	159	108	92	36	56	106	89	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	89	17	1	0	1	14	2	12	0	0	0	91	87	4	30	26	4	1	0	1	3	0	3	0	0	0	26	26	0	76	63	13	0	0	0	11	2	9	0	0	0	65	61	4	253	106	147
21	386	3035	407174	0	0	VILLAGE	Teliranganipatana	Rural	66	379	204	175	25	13	12	21	13	8	0	0	0	344	190	154	35	14	21	124	121	3	111	108	3	30	30	0	10	10	0	5	5	0	66	63	3	13	13	0	1	1	0	4	4	0	0	0	0	8	8	0	10	10	0	1	1	0	2	2	0	0	0	0	7	7	0	3	3	0	0	0	0	2	2	0	0	0	0	1	1	0	255	83	172
21	386	3035	407175	0	0	VILLAGE	Badapadar	Rural	86	522	270	252	75	41	34	52	23	29	0	0	0	409	224	185	113	46	67	195	140	55	10	8	2	1	1	0	1	0	1	1	1	0	7	6	1	185	132	53	5	4	1	63	25	38	1	0	1	116	103	13	93	55	38	4	3	1	45	14	31	1	0	1	43	38	5	92	77	15	1	1	0	18	11	7	0	0	0	73	65	8	327	130	197
21	386	3035	407176	0	0	VILLAGE	Chhamundiapalli	Rural	85	432	217	215	52	26	26	0	0	0	0	0	0	351	182	169	81	35	46	129	121	8	104	99	5	70	69	1	5	5	0	4	4	0	25	21	4	25	22	3	7	7	0	7	6	1	6	6	0	5	3	2	15	13	2	2	2	0	6	6	0	3	3	0	4	2	2	10	9	1	5	5	0	1	0	1	3	3	0	1	1	0	303	96	207
21	386	3035	407177	0	0	VILLAGE	Ekadalia	Rural	154	691	348	343	88	51	37	0	0	0	23	11	12	452	254	198	239	94	145	264	188	76	208	158	50	34	34	0	153	107	46	0	0	0	21	17	4	56	30	26	7	6	1	45	21	24	0	0	0	4	3	1	39	16	23	4	3	1	33	12	21	0	0	0	2	1	1	17	14	3	3	3	0	12	9	3	0	0	0	2	2	0	427	160	267
21	386	3035	407178	0	0	VILLAGE	Siula	Rural	206	798	398	400	84	37	47	79	39	40	4	3	1	611	328	283	187	70	117	278	239	39	79	75	4	37	37	0	3	3	0	0	0	0	39	35	4	199	164	35	6	6	0	190	157	33	1	0	1	2	1	1	198	163	35	6	6	0	189	156	33	1	0	1	2	1	1	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	520	159	361
21	386	3035	407179	0	0	VILLAGE	Girigiria	Rural	73	281	139	142	43	22	21	15	7	8	18	8	10	202	102	100	79	37	42	155	99	56	68	62	6	0	0	0	2	1	1	9	9	0	57	52	5	87	37	50	1	0	1	28	25	3	0	0	0	58	12	46	65	35	30	0	0	0	26	24	2	0	0	0	39	11	28	22	2	20	1	0	1	2	1	1	0	0	0	19	1	18	126	40	86
21	386	3035	407180	0	0	VILLAGE	Sanabad	Rural	135	606	316	290	58	33	25	147	78	69	0	0	0	484	263	221	122	53	69	220	206	14	204	194	10	97	94	3	5	5	0	9	9	0	93	86	7	16	12	4	11	7	4	3	3	0	0	0	0	2	2	0	9	9	0	4	4	0	3	3	0	0	0	0	2	2	0	7	3	4	7	3	4	0	0	0	0	0	0	0	0	0	386	110	276
21	386	3035	407181	0	0	VILLAGE	Champailo	Rural	219	835	420	415	87	47	40	0	0	0	0	0	0	674	354	320	161	66	95	229	222	7	91	85	6	27	26	1	4	4	0	2	2	0	58	53	5	138	137	1	25	25	0	107	106	1	2	2	0	4	4	0	83	82	1	12	12	0	65	64	1	2	2	0	4	4	0	55	55	0	13	13	0	42	42	0	0	0	0	0	0	0	606	198	408
21	386	3035	407182	0	0	VILLAGE	Pichukuli	Rural	368	1662	831	831	201	97	104	69	31	38	221	99	122	1302	689	613	360	142	218	588	473	115	302	271	31	38	36	2	93	82	11	18	18	0	153	135	18	286	202	84	20	18	2	90	65	25	4	2	2	172	117	55	268	185	83	19	17	2	86	61	25	4	2	2	159	105	54	18	17	1	1	1	0	4	4	0	0	0	0	13	12	1	1074	358	716
21	386	3035	407183	0	0	VILLAGE	Tikatal	Rural	244	1041	564	477	103	56	47	154	83	71	0	0	0	783	445	338	258	119	139	293	272	21	178	170	8	83	83	0	16	16	0	10	10	0	69	61	8	115	102	13	6	6	0	81	74	7	5	5	0	23	17	6	40	37	3	4	4	0	17	17	0	5	5	0	14	11	3	75	65	10	2	2	0	64	57	7	0	0	0	9	6	3	748	292	456
21	386	3035	407184	0	0	VILLAGE	Chakapada	Rural	188	732	373	359	82	48	34	301	151	150	0	0	0	583	310	273	149	63	86	245	194	51	95	83	12	2	2	0	1	1	0	1	1	0	91	79	12	150	111	39	16	16	0	105	78	27	0	0	0	29	17	12	136	103	33	12	12	0	98	75	23	0	0	0	26	16	10	14	8	6	4	4	0	7	3	4	0	0	0	3	1	2	487	179	308
21	386	3035	407185	0	0	VILLAGE	Gadatara	Rural	12	54	29	25	5	5	0	4	3	1	9	6	3	37	21	16	17	8	9	15	14	1	8	8	0	0	0	0	1	1	0	0	0	0	7	7	0	7	6	1	1	1	0	4	3	1	0	0	0	2	2	0	6	5	1	0	0	0	4	3	1	0	0	0	2	2	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	39	15	24
21	386	3035	407186	0	0	VILLAGE	Panchupalli	Rural	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21	386	3035	407187	0	0	VILLAGE	Bankapalli	Rural	196	733	385	348	93	58	35	26	13	13	0	0	0	556	310	246	177	75	102	266	220	46	256	216	40	108	104	4	120	87	33	0	0	0	28	25	3	10	4	6	1	0	1	7	4	3	0	0	0	2	0	2	8	4	4	1	0	1	5	4	1	0	0	0	2	0	2	2	0	2	0	0	0	2	0	2	0	0	0	0	0	0	467	165	302
21	386	3035	407188	0	0	VILLAGE	Badanayapalli	Rural	142	651	330	321	55	30	25	34	17	17	107	45	62	539	293	246	112	37	75	212	178	34	43	40	3	10	9	1	15	14	1	1	1	0	17	16	1	169	138	31	16	16	0	145	116	29	2	2	0	6	4	2	139	121	18	16	16	0	119	101	18	2	2	0	2	2	0	30	17	13	0	0	0	26	15	11	0	0	0	4	2	2	439	152	287
21	386	3035	407189	0	0	VILLAGE	Suanla	Rural	38	180	86	94	21	11	10	3	2	1	0	0	0	134	69	65	46	17	29	61	52	9	56	48	8	17	17	0	7	7	0	4	3	1	28	21	7	5	4	1	0	0	0	0	0	0	0	0	0	5	4	1	5	4	1	0	0	0	0	0	0	0	0	0	5	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	34	85
21	386	3035	407190	0	0	VILLAGE	Hariprasad	Rural	40	189	96	93	15	8	7	0	0	0	0	0	0	173	88	85	16	8	8	59	57	2	58	57	1	48	48	0	0	0	0	1	1	0	9	8	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	39	91
21	386	3035	407191	0	0	VILLAGE	Radhakantapur	Rural	235	997	501	496	106	62	44	240	125	115	178	83	95	708	397	311	289	104	185	384	283	101	204	174	30	24	23	1	87	80	7	9	4	5	84	67	17	180	109	71	6	4	2	155	97	58	8	0	8	11	8	3	161	103	58	5	3	2	145	94	51	2	0	2	9	6	3	19	6	13	1	1	0	10	3	7	6	0	6	2	2	0	613	218	395
21	386	3035	407192	0	0	VILLAGE	Kalikaprasad	Rural	87	335	156	179	39	19	20	0	0	0	0	0	0	274	132	142	61	24	37	89	82	7	54	47	7	6	4	2	1	1	0	0	0	0	47	42	5	35	35	0	9	9	0	22	22	0	0	0	0	4	4	0	32	32	0	8	8	0	21	21	0	0	0	0	3	3	0	3	3	0	1	1	0	1	1	0	0	0	0	1	1	0	246	74	172
21	386	3035	407193	0	0	VILLAGE	Mohanpur	Rural	17	64	31	33	8	5	3	0	0	0	0	0	0	47	24	23	17	7	10	18	17	1	15	14	1	2	2	0	11	10	1	1	1	0	1	1	0	3	3	0	0	0	0	1	1	0	2	2	0	0	0	0	3	3	0	0	0	0	1	1	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	14	32
21	386	3035	407194	0	0	VILLAGE	Durgapur	Rural	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21	386	3035	407195	0	0	VILLAGE	Parbatipur	Rural	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21	386	3035	407196	0	0	VILLAGE	Chandiprasad	Rural	95	358	179	179	35	17	18	13	8	5	231	112	119	233	132	101	125	47	78	124	97	27	104	97	7	14	13	1	74	72	2	0	0	0	16	12	4	20	0	20	0	0	0	20	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	20	0	0	0	20	0	20	0	0	0	0	0	0	234	82	152
